Waypoint,路線名稱,里程(公里),路線編號,總里程,里程,地標名稱,路線分段,分段第一行,分段第二行,緯度,經度,東距,北距
38.0K,雪山西稜,38,SM300,520,380,,,大雪山登山口(329)⇨奇峻山營地(360)⇨,頭鷹山(372)➡弓水營地(396)⇨大南山西鞍營地(406),24.357187,121.146438,264857,2694589
38.1K,雪山西稜,38.1,SM300,520,381,,,大雪山登山口(329)⇨奇峻山營地(360)⇨,頭鷹山(372)➡弓水營地(396)⇨大南山西鞍營地(406),24.356602,121.146662,264880,2694525
38.2K,雪山西稜,38.2,SM300,520,382,,,大雪山登山口(329)⇨奇峻山營地(360)⇨,頭鷹山(372)➡弓水營地(396)⇨大南山西鞍營地(406),24.357131,121.147146,264929,2694583
38.3K,雪山西稜,38.3,SM300,520,383,,,大雪山登山口(329)⇨奇峻山營地(360)⇨,頭鷹山(372)➡弓水營地(396)⇨大南山西鞍營地(406),24.357247,121.147752,264991,2694596
38.4K,雪山西稜,38.4,SM300,520,384,,,大雪山登山口(329)⇨奇峻山營地(360)⇨,頭鷹山(372)➡弓水營地(396)⇨大南山西鞍營地(406),24.357499,121.148654,265082,2694624
38.5K,雪山西稜,38.5,SM300,520,385,,,大雪山登山口(329)⇨奇峻山營地(360)⇨,頭鷹山(372)➡弓水營地(396)⇨大南山西鞍營地(406),24.357825,121.149541,265172,2694660
38.6K,雪山西稜,38.6,SM300,520,386,,,大雪山登山口(329)⇨奇峻山營地(360)⇨,頭鷹山(372)➡弓水營地(396)⇨大南山西鞍營地(406),24.358299,121.15034,265253,2694713
38.7K,雪山西稜,38.7,SM300,520,387,,,大雪山登山口(329)⇨奇峻山營地(360)⇨,頭鷹山(372)➡弓水營地(396)⇨大南山西鞍營地(406),24.358313,121.151287,265349,2694715
38.8K,雪山西稜,38.8,SM300,520,388,,,大雪山登山口(329)⇨奇峻山營地(360)⇨,頭鷹山(372)➡弓水營地(396)⇨大南山西鞍營地(406),24.35815,121.152234,265445,2694697
38.9K,雪山西稜,38.9,SM300,520,389,,,大雪山登山口(329)⇨奇峻山營地(360)⇨,頭鷹山(372)➡弓水營地(396)⇨大南山西鞍營地(406),24.357917,121.153144,265538,2694671
39.0K,雪山西稜,39,SM300,520,390,,,大雪山登山口(329)⇨奇峻山營地(360)⇨,頭鷹山(372)➡弓水營地(396)⇨大南山西鞍營地(406),24.35746,121.153922,265617,2694620
39.1K,雪山西稜,39.1,SM300,520,391,,,大雪山登山口(329)⇨奇峻山營地(360)⇨,頭鷹山(372)➡弓水營地(396)⇨大南山西鞍營地(406),24.356796,121.154116,265636,2694547
39.2K,雪山西稜,39.2,SM300,520,392,,,大雪山登山口(329)⇨奇峻山營地(360)⇨,頭鷹山(372)➡弓水營地(396)⇨大南山西鞍營地(406),24.35643,121.154828,265709,2694506
39.3K,雪山西稜,39.3,SM300,520,393,,,大雪山登山口(329)⇨奇峻山營地(360)⇨,頭鷹山(372)➡弓水營地(396)⇨大南山西鞍營地(406),24.355901,121.155575,265785,2694448
39.4K,雪山西稜,39.4,SM300,520,394,,,大雪山登山口(329)⇨奇峻山營地(360)⇨,頭鷹山(372)➡弓水營地(396)⇨大南山西鞍營地(406),24.355776,121.156487,265877,2694434
39.5K,雪山西稜,39.5,SM300,520,395,,,大雪山登山口(329)⇨奇峻山營地(360)⇨,頭鷹山(372)➡弓水營地(396)⇨大南山西鞍營地(406),24.355419,121.157204,265950,2694395
弓水營地/39.6K,雪山西稜,39.6,SM300,520,396,弓水營地,,大雪山登山口(329)⇨奇峻山營地(360)⇨,頭鷹山(372)⇨弓水營地(396)➡大南山西鞍營地(406),24.355055,121.158013,266032,2694354
39.7K,雪山西稜,39.7,SM300,520,397,,,大雪山登山口(329)⇨奇峻山營地(360)⇨,頭鷹山(372)⇨弓水營地(396)➡大南山西鞍營地(406),24.355677,121.158644,266096,2694423
39.8K,雪山西稜,39.8,SM300,520,398,,,大雪山登山口(329)⇨奇峻山營地(360)⇨,頭鷹山(372)⇨弓水營地(396)➡大南山西鞍營地(406),24.356431,121.159111,266143,2694507
39.9K,雪山西稜,39.9,SM300,520,399,,,大雪山登山口(329)⇨奇峻山營地(360)⇨,頭鷹山(372)⇨弓水營地(396)➡大南山西鞍營地(406),24.356851,121.15994,266227,2694554
40.0K,雪山西稜,40,SM300,520,400,,,大雪山登山口(329)⇨奇峻山營地(360)⇨,頭鷹山(372)⇨弓水營地(396)➡大南山西鞍營地(406),24.357388,121.160662,266300,2694613
40.1K,雪山西稜,40.1,SM300,520,401,,,大雪山登山口(329)⇨奇峻山營地(360)⇨,頭鷹山(372)⇨弓水營地(396)➡大南山西鞍營地(406),24.358061,121.161246,266360,2694688
40.2K,雪山西稜,40.2,SM300,520,402,,,大雪山登山口(329)⇨奇峻山營地(360)⇨,頭鷹山(372)⇨弓水營地(396)➡大南山西鞍營地(406),24.358247,121.162107,266447,2694708
40.3K,雪山西稜,40.3,SM300,520,403,,,大雪山登山口(329)⇨奇峻山營地(360)⇨,頭鷹山(372)⇨弓水營地(396)➡大南山西鞍營地(406),24.358674,121.162654,266502,2694756
40.4K,雪山西稜,40.4,SM300,520,404,,,大雪山登山口(329)⇨奇峻山營地(360)⇨,頭鷹山(372)⇨弓水營地(396)➡大南山西鞍營地(406),24.35946,121.162824,266520,2694843
40.5K,雪山西稜,40.5,SM300,520,405,,,大雪山登山口(329)⇨奇峻山營地(360)⇨,頭鷹山(372)⇨弓水營地(396)➡大南山西鞍營地(406),24.36029,121.163182,266556,2694935
大南山西鞍營地/40.6K,雪山西稜,40.6,SM300,520,406,大南山西鞍營地,,大南山西鞍營地(406)➡火石山營地(449)⇨,博可爾草原(483)⇨下翠池(503)⇨翠池山屋(520),24.361098,121.16358,266596,2695024
40.7K,雪山西稜,40.7,SM300,520,407,,,大南山西鞍營地(406)➡火石山營地(449)⇨,博可爾草原(483)⇨下翠池(503)⇨翠池山屋(520),24.361459,121.164458,266685,2695065
40.8K,雪山西稜,40.8,SM300,520,408,,,大南山西鞍營地(406)➡火石山營地(449)⇨,博可爾草原(483)⇨下翠池(503)⇨翠池山屋(520),24.361493,121.165479,266789,2695068
40.9K,雪山西稜,40.9,SM300,520,409,,,大南山西鞍營地(406)➡火石山營地(449)⇨,博可爾草原(483)⇨下翠池(503)⇨翠池山屋(520),24.361756,121.166407,266883,2695098
大南山登山口/箭竹林水源/41.0K,雪山西稜,41,SM300,520,410,大南山登山口,,大南山西鞍營地(406)➡火石山營地(449)⇨,博可爾草原(483)⇨下翠池(503)⇨翠池山屋(520),24.362625,121.166703,266913,2695194
41.1K,雪山西稜,41.1,SM300,520,411,,,大南山西鞍營地(406)➡火石山營地(449)⇨,博可爾草原(483)⇨下翠池(503)⇨翠池山屋(520),24.363375,121.166361,266878,2695277
41.2K,雪山西稜,41.2,SM300,520,412,,,大南山西鞍營地(406)➡火石山營地(449)⇨,博可爾草原(483)⇨下翠池(503)⇨翠池山屋(520),24.364147,121.166168,266858,2695362
41.3K,雪山西稜,41.3,SM300,520,413,,,大南山西鞍營地(406)➡火石山營地(449)⇨,博可爾草原(483)⇨下翠池(503)⇨翠池山屋(520),24.364665,121.165701,266811,2695420
41.4K,雪山西稜,41.4,SM300,520,414,,,大南山西鞍營地(406)➡火石山營地(449)⇨,博可爾草原(483)⇨下翠池(503)⇨翠池山屋(520),24.364535,121.166552,266897,2695405
41.5K,雪山西稜,41.5,SM300,520,415,,,大南山西鞍營地(406)➡火石山營地(449)⇨,博可爾草原(483)⇨下翠池(503)⇨翠池山屋(520),24.365119,121.167103,266953,2695470
41.6K,雪山西稜,41.6,SM300,520,416,,,大南山西鞍營地(406)➡火石山營地(449)⇨,博可爾草原(483)⇨下翠池(503)⇨翠池山屋(520),24.365968,121.167123,266955,2695564
41.7K,雪山西稜,41.7,SM300,520,417,,,大南山西鞍營地(406)➡火石山營地(449)⇨,博可爾草原(483)⇨下翠池(503)⇨翠池山屋(520),24.366196,121.16744,266987,2695589
41.8K,雪山西稜,41.8,SM300,520,418,,,大南山西鞍營地(406)➡火石山營地(449)⇨,博可爾草原(483)⇨下翠池(503)⇨翠池山屋(520),24.366213,121.167768,267020,2695591
41.9K,雪山西稜,41.9,SM300,520,419,,,大南山西鞍營地(406)➡火石山營地(449)⇨,博可爾草原(483)⇨下翠池(503)⇨翠池山屋(520),24.366402,121.168611,267106,2695612
42.0K,雪山西稜,42,SM300,520,420,,,大南山西鞍營地(406)➡火石山營地(449)⇨,博可爾草原(483)⇨下翠池(503)⇨翠池山屋(520),24.36621,121.169462,267192,2695591
42.1K,雪山西稜,42.1,SM300,520,421,,,大南山西鞍營地(406)➡火石山營地(449)⇨,博可爾草原(483)⇨下翠池(503)⇨翠池山屋(520),24.366665,121.170143,267261,2695642
42.2K,雪山西稜,42.2,SM300,520,422,,,大南山西鞍營地(406)➡火石山營地(449)⇨,博可爾草原(483)⇨下翠池(503)⇨翠池山屋(520),24.367125,121.170929,267341,2695693
42.3K,雪山西稜,42.3,SM300,520,423,,,大南山西鞍營地(406)➡火石山營地(449)⇨,博可爾草原(483)⇨下翠池(503)⇨翠池山屋(520),24.367833,121.171454,267394,2695771
42.4K,雪山西稜,42.4,SM300,520,424,,,大南山西鞍營地(406)➡火石山營地(449)⇨,博可爾草原(483)⇨下翠池(503)⇨翠池山屋(520),24.368532,121.171864,267435,2695849
大南山北峰登山口/42.5K,雪山西稜,42.5,SM300,520,425,大南山北峰登山口,,大南山西鞍營地(406)➡火石山營地(449)⇨,博可爾草原(483)⇨下翠池(503)⇨翠池山屋(520),24.369143,121.172565,267507,2695917
42.6K,雪山西稜,42.6,SM300,520,426,,,大南山西鞍營地(406)➡火石山營地(449)⇨,博可爾草原(483)⇨下翠池(503)⇨翠池山屋(520),24.370022,121.172733,267523,2696014
42.7K,雪山西稜,42.7,SM300,520,427,,,大南山西鞍營地(406)➡火石山營地(449)⇨,博可爾草原(483)⇨下翠池(503)⇨翠池山屋(520),24.370903,121.172832,267533,2696111
42.8K,雪山西稜,42.8,SM300,520,428,,,大南山西鞍營地(406)➡火石山營地(449)⇨,博可爾草原(483)⇨下翠池(503)⇨翠池山屋(520),24.371766,121.172927,267543,2696207
42.9K,雪山西稜,42.9,SM300,520,429,,,大南山西鞍營地(406)➡火石山營地(449)⇨,博可爾草原(483)⇨下翠池(503)⇨翠池山屋(520),24.37251,121.173317,267582,2696290
43.0K,雪山西稜,43,SM300,520,430,,,大南山西鞍營地(406)➡火石山營地(449)⇨,博可爾草原(483)⇨下翠池(503)⇨翠池山屋(520),24.373273,121.172977,267548,2696374
43.1K,雪山西稜,43.1,SM300,520,431,,,大南山西鞍營地(406)➡火石山營地(449)⇨,博可爾草原(483)⇨下翠池(503)⇨翠池山屋(520),24.373691,121.173779,267629,2696420
43.2K,雪山西稜,43.2,SM300,520,432,,,大南山西鞍營地(406)➡火石山營地(449)⇨,博可爾草原(483)⇨下翠池(503)⇨翠池山屋(520),24.373336,121.174602,267713,2696381
43.3K,雪山西稜,43.3,SM300,520,433,,,大南山西鞍營地(406)➡火石山營地(449)⇨,博可爾草原(483)⇨下翠池(503)⇨翠池山屋(520),24.373438,121.175502,267804,2696393
43.4K,雪山西稜,43.4,SM300,520,434,,,大南山西鞍營地(406)➡火石山營地(449)⇨,博可爾草原(483)⇨下翠池(503)⇨翠池山屋(520),24.374021,121.176218,267876,2696457
43.5K,雪山西稜,43.5,SM300,520,435,,,大南山西鞍營地(406)➡火石山營地(449)⇨,博可爾草原(483)⇨下翠池(503)⇨翠池山屋(520),24.374264,121.177128,267969,2696484
43.6K,雪山西稜,43.6,SM300,520,436,,,大南山西鞍營地(406)➡火石山營地(449)⇨,博可爾草原(483)⇨下翠池(503)⇨翠池山屋(520),24.374068,121.178078,268065,2696463
43.7K,雪山西稜,43.7,SM300,520,437,,,大南山西鞍營地(406)➡火石山營地(449)⇨,博可爾草原(483)⇨下翠池(503)⇨翠池山屋(520),24.374104,121.17894,268153,2696467
43.8K,雪山西稜,43.8,SM300,520,438,,,大南山西鞍營地(406)➡火石山營地(449)⇨,博可爾草原(483)⇨下翠池(503)⇨翠池山屋(520),24.374975,121.179012,268160,2696563
43.9K,雪山西稜,43.9,SM300,520,439,,,大南山西鞍營地(406)➡火石山營地(449)⇨,博可爾草原(483)⇨下翠池(503)⇨翠池山屋(520),24.375541,121.179623,268222,2696626
44.0K,雪山西稜,44,SM300,520,440,,,大南山西鞍營地(406)➡火石山營地(449)⇨,博可爾草原(483)⇨下翠池(503)⇨翠池山屋(520),24.375857,121.180514,268312,2696661
44.1K,雪山西稜,44.1,SM300,520,441,,,大南山西鞍營地(406)➡火石山營地(449)⇨,博可爾草原(483)⇨下翠池(503)⇨翠池山屋(520),24.376573,121.181007,268362,2696741
岩壁水源/44.2K,雪山西稜,44.2,SM300,520,442,岩壁水源,,大南山西鞍營地(406)➡火石山營地(449)⇨,博可爾草原(483)⇨下翠池(503)⇨翠池山屋(520),24.377408,121.181059,268367,2696833
44.3K,雪山西稜,44.3,SM300,520,443,,,大南山西鞍營地(406)➡火石山營地(449)⇨,博可爾草原(483)⇨下翠池(503)⇨翠池山屋(520),24.377797,121.181854,268448,2696876
44.4K,雪山西稜,44.4,SM300,520,444,,,大南山西鞍營地(406)➡火石山營地(449)⇨,博可爾草原(483)⇨下翠池(503)⇨翠池山屋(520),24.378018,121.182621,268525,2696901
44.5K,雪山西稜,44.5,SM300,520,445,,,大南山西鞍營地(406)➡火石山營地(449)⇨,博可爾草原(483)⇨下翠池(503)⇨翠池山屋(520),24.377991,121.183378,268602,2696898
44.6K,雪山西稜,44.6,SM300,520,446,,,大南山西鞍營地(406)➡火石山營地(449)⇨,博可爾草原(483)⇨下翠池(503)⇨翠池山屋(520),24.378682,121.183066,268570,2696974
44.7K,雪山西稜,44.7,SM300,520,447,,,大南山西鞍營地(406)➡火石山營地(449)⇨,博可爾草原(483)⇨下翠池(503)⇨翠池山屋(520),24.379367,121.182768,268540,2697050
44.8K,雪山西稜,44.8,SM300,520,448,,,大南山西鞍營地(406)➡火石山營地(449)⇨,博可爾草原(483)⇨下翠池(503)⇨翠池山屋(520),24.379853,121.18228,268491,2697104
火石山下營地/44.9K,雪山西稜,44.9,SM300,520,449,火石山營地,,大南山西鞍營地(406)⇨火石山營地(449)➡,博可爾草原(483)⇨下翠池(503)⇨翠池山屋(520),24.380196,121.181633,268425,2697142
45.0K,雪山西稜,45,SM300,520,450,,,大南山西鞍營地(406)⇨火石山營地(449)➡,博可爾草原(483)⇨下翠池(503)⇨翠池山屋(520),24.380837,121.182375,268500,2697213
45.1K,雪山西稜,45.1,SM300,520,451,,,大南山西鞍營地(406)⇨火石山營地(449)➡,博可爾草原(483)⇨下翠池(503)⇨翠池山屋(520),24.381178,121.183235,268587,2697251
45.2K,雪山西稜,45.2,SM300,520,452,,,大南山西鞍營地(406)⇨火石山營地(449)➡,博可爾草原(483)⇨下翠池(503)⇨翠池山屋(520),24.381263,121.184175,268683,2697260
45.3K,雪山西稜,45.3,SM300,520,453,,,大南山西鞍營地(406)⇨火石山營地(449)➡,博可爾草原(483)⇨下翠池(503)⇨翠池山屋(520),24.381167,121.185132,268780,2697250
45.4K,雪山西稜,45.4,SM300,520,454,,,大南山西鞍營地(406)⇨火石山營地(449)➡,博可爾草原(483)⇨下翠池(503)⇨翠池山屋(520),24.381225,121.18609,268877,2697256
45.5K,雪山西稜,45.5,SM300,520,455,,,大南山西鞍營地(406)⇨火石山營地(449)➡,博可爾草原(483)⇨下翠池(503)⇨翠池山屋(520),24.381268,121.187041,268973,2697261
45.6K,雪山西稜,45.6,SM300,520,456,,,大南山西鞍營地(406)⇨火石山營地(449)➡,博可爾草原(483)⇨下翠池(503)⇨翠池山屋(520),24.381599,121.187784,269049,2697298
45.7K,雪山西稜,45.7,SM300,520,457,,,大南山西鞍營地(406)⇨火石山營地(449)➡,博可爾草原(483)⇨下翠池(503)⇨翠池山屋(520),24.381243,121.188669,269138,2697259
45.8K,雪山西稜,45.8,SM300,520,458,,,大南山西鞍營地(406)⇨火石山營地(449)➡,博可爾草原(483)⇨下翠池(503)⇨翠池山屋(520),24.380997,121.189535,269226,2697232
45.9K,雪山西稜,45.9,SM300,520,459,,,大南山西鞍營地(406)⇨火石山營地(449)➡,博可爾草原(483)⇨下翠池(503)⇨翠池山屋(520),24.381335,121.190335,269307,2697269
46.0K,雪山西稜,46,SM300,520,460,,,大南山西鞍營地(406)⇨火石山營地(449)➡,博可爾草原(483)⇨下翠池(503)⇨翠池山屋(520),24.382098,121.190304,269304,2697354
46.1K,雪山西稜,46.1,SM300,520,461,,,大南山西鞍營地(406)⇨火石山營地(449)➡,博可爾草原(483)⇨下翠池(503)⇨翠池山屋(520),24.382961,121.190366,269310,2697449
46.2K,雪山西稜,46.2,SM300,520,462,,,大南山西鞍營地(406)⇨火石山營地(449)➡,博可爾草原(483)⇨下翠池(503)⇨翠池山屋(520),24.38348,121.191097,269384,2697507
46.3K,雪山西稜,46.3,SM300,520,463,,,大南山西鞍營地(406)⇨火石山營地(449)➡,博可爾草原(483)⇨下翠池(503)⇨翠池山屋(520),24.383997,121.191861,269462,2697564
46.4K,雪山西稜,46.4,SM300,520,464,,,大南山西鞍營地(406)⇨火石山營地(449)➡,博可爾草原(483)⇨下翠池(503)⇨翠池山屋(520),24.384645,121.19249,269525,2697636
46.5K,雪山西稜,46.5,SM300,520,465,,,大南山西鞍營地(406)⇨火石山營地(449)➡,博可爾草原(483)⇨下翠池(503)⇨翠池山屋(520),24.38545,121.192829,269560,2697725
46.6K,雪山西稜,46.6,SM300,520,466,,,大南山西鞍營地(406)⇨火石山營地(449)➡,博可爾草原(483)⇨下翠池(503)⇨翠池山屋(520),24.386283,121.192659,269542,2697818
46.7K,雪山西稜,46.7,SM300,520,467,,,大南山西鞍營地(406)⇨火石山營地(449)➡,博可爾草原(483)⇨下翠池(503)⇨翠池山屋(520),24.386888,121.193182,269595,2697885
46.8K,雪山西稜,46.8,SM300,520,468,,,大南山西鞍營地(406)⇨火石山營地(449)➡,博可爾草原(483)⇨下翠池(503)⇨翠池山屋(520),24.387039,121.194123,269691,2697901
46.9K,雪山西稜,46.9,SM300,520,469,,,大南山西鞍營地(406)⇨火石山營地(449)➡,博可爾草原(483)⇨下翠池(503)⇨翠池山屋(520),24.38768,121.194631,269742,2697973
47.0K,雪山西稜,47,SM300,520,470,,,大南山西鞍營地(406)⇨火石山營地(449)➡,博可爾草原(483)⇨下翠池(503)⇨翠池山屋(520),24.38823,121.195394,269820,2698034
47.1K,雪山西稜,47.1,SM300,520,471,,,大南山西鞍營地(406)⇨火石山營地(449)➡,博可爾草原(483)⇨下翠池(503)⇨翠池山屋(520),24.388608,121.196253,269907,2698076
47.2K,雪山西稜,47.2,SM300,520,472,,,大南山西鞍營地(406)⇨火石山營地(449)➡,博可爾草原(483)⇨下翠池(503)⇨翠池山屋(520),24.388869,121.197168,269999,2698105
47.3K,雪山西稜,47.3,SM300,520,473,,,大南山西鞍營地(406)⇨火石山營地(449)➡,博可爾草原(483)⇨下翠池(503)⇨翠池山屋(520),24.38899,121.198102,270094,2698118
47.4K,雪山西稜,47.4,SM300,520,474,,,大南山西鞍營地(406)⇨火石山營地(449)➡,博可爾草原(483)⇨下翠池(503)⇨翠池山屋(520),24.389543,121.198789,270164,2698179
47.5K,雪山西稜,47.5,SM300,520,475,,,大南山西鞍營地(406)⇨火石山營地(449)➡,博可爾草原(483)⇨下翠池(503)⇨翠池山屋(520),24.390201,121.199434,270229,2698252
47.6K,雪山西稜,47.6,SM300,520,476,,,大南山西鞍營地(406)⇨火石山營地(449)➡,博可爾草原(483)⇨下翠池(503)⇨翠池山屋(520),24.390851,121.200091,270296,2698324
47.7K,雪山西稜,47.7,SM300,520,477,,,大南山西鞍營地(406)⇨火石山營地(449)➡,博可爾草原(483)⇨下翠池(503)⇨翠池山屋(520),24.391462,121.200714,270359,2698392
47.8K,雪山西稜,47.8,SM300,520,478,,,大南山西鞍營地(406)⇨火石山營地(449)➡,博可爾草原(483)⇨下翠池(503)⇨翠池山屋(520),24.391857,121.201582,270447,2698436
47.9K,雪山西稜,47.9,SM300,520,479,,,大南山西鞍營地(406)⇨火石山營地(449)➡,博可爾草原(483)⇨下翠池(503)⇨翠池山屋(520),24.392153,121.202491,270539,2698469
48.0K,雪山西稜,48,SM300,520,480,,,大南山西鞍營地(406)⇨火石山營地(449)➡,博可爾草原(483)⇨下翠池(503)⇨翠池山屋(520),24.392455,121.203348,270626,2698503
48.1K,雪山西稜,48.1,SM300,520,481,,,大南山西鞍營地(406)⇨火石山營地(449)➡,博可爾草原(483)⇨下翠池(503)⇨翠池山屋(520),24.392964,121.204142,270706,2698559
48.2K,雪山西稜,48.2,SM300,520,482,,,大南山西鞍營地(406)⇨火石山營地(449)➡,博可爾草原(483)⇨下翠池(503)⇨翠池山屋(520),24.393681,121.204699,270762,2698639
博可爾草原/48.3K,雪山西稜,48.3,SM300,520,483,博可爾草原,,大南山西鞍營地(406)⇨火石山營地(449)⇨,博可爾草原(483)➡下翠池(503)⇨翠池山屋(520),24.394438,121.205151,270808,2698723
48.4K,雪山西稜,48.4,SM300,520,484,,,大南山西鞍營地(406)⇨火石山營地(449)⇨,博可爾草原(483)➡下翠池(503)⇨翠池山屋(520),24.394652,121.206104,270905,2698746
48.5K,雪山西稜,48.5,SM300,520,485,,,大南山西鞍營地(406)⇨火石山營地(449)⇨,博可爾草原(483)➡下翠池(503)⇨翠池山屋(520),24.39466,121.207104,271006,2698747
48.6K,雪山西稜,48.6,SM300,520,486,,,大南山西鞍營地(406)⇨火石山營地(449)⇨,博可爾草原(483)➡下翠池(503)⇨翠池山屋(520),24.394777,121.208072,271104,2698761
48.7K,雪山西稜,48.7,SM300,520,487,,,大南山西鞍營地(406)⇨火石山營地(449)⇨,博可爾草原(483)➡下翠池(503)⇨翠池山屋(520),24.394711,121.209027,271201,2698753
48.8K,雪山西稜,48.8,SM300,520,488,,,大南山西鞍營地(406)⇨火石山營地(449)⇨,博可爾草原(483)➡下翠池(503)⇨翠池山屋(520),24.394207,121.209818,271282,2698698
48.9K,雪山西稜,48.9,SM300,520,489,,,大南山西鞍營地(406)⇨火石山營地(449)⇨,博可爾草原(483)➡下翠池(503)⇨翠池山屋(520),24.393444,121.210161,271316,2698613
49.0K,雪山西稜,49,SM300,520,490,,,大南山西鞍營地(406)⇨火石山營地(449)⇨,博可爾草原(483)➡下翠池(503)⇨翠池山屋(520),24.3926,121.210064,271307,2698520
49.1K,雪山西稜,49.1,SM300,520,491,,,大南山西鞍營地(406)⇨火石山營地(449)⇨,博可爾草原(483)➡下翠池(503)⇨翠池山屋(520),24.391879,121.209877,271288,2698440
49.2K,雪山西稜,49.2,SM300,520,492,,,大南山西鞍營地(406)⇨火石山營地(449)⇨,博可爾草原(483)➡下翠池(503)⇨翠池山屋(520),24.39117,121.209967,271297,2698361
博可爾前營地/49.3K,雪山西稜,49.3,SM300,520,493,,,大南山西鞍營地(406)⇨火石山營地(449)⇨,博可爾草原(483)➡下翠池(503)⇨翠池山屋(520),24.390316,121.210288,271330,2698267
49.4K,雪山西稜,49.4,SM300,520,494,,,大南山西鞍營地(406)⇨火石山營地(449)⇨,博可爾草原(483)➡下翠池(503)⇨翠池山屋(520),24.389606,121.209944,271295,2698188
49.5K,雪山西稜,49.5,SM300,520,495,,,大南山西鞍營地(406)⇨火石山營地(449)⇨,博可爾草原(483)➡下翠池(503)⇨翠池山屋(520),24.389189,121.209558,271256,2698142
49.6K,雪山西稜,49.6,SM300,520,496,,,大南山西鞍營地(406)⇨火石山營地(449)⇨,博可爾草原(483)➡下翠池(503)⇨翠池山屋(520),24.388685,121.209992,271300,2698086
49.7K,雪山西稜,49.7,SM300,520,497,,,大南山西鞍營地(406)⇨火石山營地(449)⇨,博可爾草原(483)➡下翠池(503)⇨翠池山屋(520),24.388346,121.210683,271370,2698049
49.8K,雪山西稜,49.8,SM300,520,498,,,大南山西鞍營地(406)⇨火石山營地(449)⇨,博可爾草原(483)➡下翠池(503)⇨翠池山屋(520),24.387702,121.211341,271437,2697977
49.9K,雪山西稜,49.9,SM300,520,499,,,大南山西鞍營地(406)⇨火石山營地(449)⇨,博可爾草原(483)➡下翠池(503)⇨翠池山屋(520),24.38712,121.212076,271512,2697913
50.0K,雪山西稜,50,SM300,520,500,,,大南山西鞍營地(406)⇨火石山營地(449)⇨,博可爾草原(483)➡下翠池(503)⇨翠池山屋(520),24.386653,121.212894,271595,2697861
50.1K,雪山西稜,50.1,SM300,520,501,,,大南山西鞍營地(406)⇨火石山營地(449)⇨,博可爾草原(483)➡下翠池(503)⇨翠池山屋(520),24.386159,121.213689,271676,2697807
50.2K,雪山西稜,50.2,SM300,520,502,,,大南山西鞍營地(406)⇨火石山營地(449)⇨,博可爾草原(483)➡下翠池(503)⇨翠池山屋(520),24.385579,121.214396,271747,2697743
下翠池/50.3K,雪山西稜,50.3,SM300,520,503,下翠池,,大南山西鞍營地(406)⇨火石山營地(449)⇨,博可爾草原(483)⇨下翠池(503)➡翠池山屋(520),24.384907,121.214989,271808,2697668
50.4K,雪山西稜,50.4,SM300,520,504,,,大南山西鞍營地(406)⇨火石山營地(449)⇨,博可爾草原(483)⇨下翠池(503)➡翠池山屋(520),24.384323,121.215638,271874,2697604
50.5K,雪山西稜,50.5,SM300,520,505,,,大南山西鞍營地(406)⇨火石山營地(449)⇨,博可爾草原(483)⇨下翠池(503)➡翠池山屋(520),24.383942,121.215657,271876,2697562
50.6K,雪山西稜,50.6,SM300,520,506,,,大南山西鞍營地(406)⇨火石山營地(449)⇨,博可爾草原(483)⇨下翠池(503)➡翠池山屋(520),24.383613,121.215892,271899,2697525
50.7K,雪山西稜,50.7,SM300,520,507,,,大南山西鞍營地(406)⇨火石山營地(449)⇨,博可爾草原(483)⇨下翠池(503)➡翠池山屋(520),24.383097,121.216585,271970,2697468
50.8K,雪山西稜,50.8,SM300,520,508,,,大南山西鞍營地(406)⇨火石山營地(449)⇨,博可爾草原(483)⇨下翠池(503)➡翠池山屋(520),24.383493,121.217469,272059,2697512
50.9K,雪山西稜,50.9,SM300,520,509,,,大南山西鞍營地(406)⇨火石山營地(449)⇨,博可爾草原(483)⇨下翠池(503)➡翠池山屋(520),24.383899,121.218327,272146,2697557
小溪水源/51.0K,雪山西稜,51,SM300,520,510,小溪水源,,大南山西鞍營地(406)⇨火石山營地(449)⇨,博可爾草原(483)⇨下翠池(503)➡翠池山屋(520),24.384495,121.218853,272200,2697623
51.1K,雪山西稜,51.1,SM300,520,511,,,大南山西鞍營地(406)⇨火石山營地(449)⇨,博可爾草原(483)⇨下翠池(503)➡翠池山屋(520),24.385319,121.218932,272208,2697715
51.2K,雪山西稜,51.2,SM300,520,512,,,大南山西鞍營地(406)⇨火石山營地(449)⇨,博可爾草原(483)⇨下翠池(503)➡翠池山屋(520),24.386115,121.218619,272176,2697803
51.3K,雪山西稜,51.3,SM300,520,513,,,大南山西鞍營地(406)⇨火石山營地(449)⇨,博可爾草原(483)⇨下翠池(503)➡翠池山屋(520),24.386259,121.219398,272255,2697819
51.4K,雪山西稜,51.4,SM300,520,514,,,大南山西鞍營地(406)⇨火石山營地(449)⇨,博可爾草原(483)⇨下翠池(503)➡翠池山屋(520),24.386751,121.219847,272300,2697873
51.5K,雪山西稜,51.5,SM300,520,515,,,大南山西鞍營地(406)⇨火石山營地(449)⇨,博可爾草原(483)⇨下翠池(503)➡翠池山屋(520),24.386835,121.220129,272329,2697883
51.6K,雪山西稜,51.6,SM300,520,516,,,大南山西鞍營地(406)⇨火石山營地(449)⇨,博可爾草原(483)⇨下翠池(503)➡翠池山屋(520),24.386924,121.22042,272358,2697893
